idd,t1,pr1,f1,f2,f3,o_o,pw1,re,x1,x2,x1r,x2r,z,a1
C3,10403,0.0153,50,50,50,TRUE,250,198.628,62,16.3,39.2,46.3,8.50 - 89.6j,123.4
C3,10522,0.0162,50,50,50,TRUE,250,198.628,62,16.3,39.2,46.3,8.50 - 89.6j,123.4
C3,10633,0.0162,50,50,50,TRUE,250,187.42,62,16.3,15.4,45.8,8.50 - 89.6j,123.4
C3,10730,0.0162,50,50,50,TRUE,250,185.628,62,16.3,15.4,45.8,21.4 - 76.2j,123.4
C3,10839,0.0169,50,50,50,TRUE,250,182.852,62,16.3,15.4,45.8,21.4 - 76.2j,129.6
C3,10961,0.0169,50,50,50,TRUE,250,182.852,62,16.3,23.3,38.4,21.4 - 76.2j,129.6
C3,11074,0.0169,50,50,50,TRUE,250,161.536,62,16.3,23.3,38.4,13.8 - 71.4j,131.39
C3,11214,0.0175,50,50,50,TRUE,250,133.844,62,16.3,23.3,38.4,13.8 - 71.4j,131.39
C3,11283,0.0175,50,50,50,TRUE,250,103.068,62,16.3,32.2,29.2,7.59 - 65.3j,131.39
C3,11404,0.0175,50,50,50,TRUE,250,107.424,62,16.3,32.2,29.2,7.59 - 65.3j,156.2
C3,11494,0.018,50,50,50,TRUE,250,107.424,62,16.3,32.2,29.2,7.59 - 65.3j,156.2
C3,11630,0.018,50,50,50,TRUE,250,55.792,62,16.3,45.1,26.8,5.12 - 62.4j,156.2
C3,11728,0.018,50,50,50,TRUE,250,41.384,62,16.3,45.1,26.8,5.12 - 62.4j,167.2
C3,11824,0.0183,50,50,50,TRUE,250,16.948,62,16.3,45.1,26.8,5.12 - 62.4j,167.2
C3,11942,0.0183,50,50,50,TRUE,250,12.86,62,16.3,64.4,23.9,5.12 - 62.4j,167.2
C3,12053,0.0185,50,50,50,TRUE,250,12.284,62,16.3,64.4,23.9,2.70 - 62.7j,171.4
C3,12199,0.0185,50,50,50,TRUE,250,11.5,62,16.3,64.4,23.9,2.70 - 62.7j,171.4
C3,12266,0.0185,50,50,50,TRUE,250,11.5,62,16.3,66.6,23.8,2.72 - 62.4j,171.4
C3,12379,0.0187,50,50,50,TRUE,250,11.62,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,12500,0.0187,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,12601,0.0187,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,12695,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,12818,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,12929,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13041,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13149,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13260,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13354,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13464,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13575,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13681,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13795,0.0188,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,13905,0.0187,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,14013,0.0187,50,50,50,TRUE,0,0,48.5,31,66.6,23.8,2.72 - 62.4j,169.8
C3,14122,0.0187,50,50,50,TRUE,0,0,48.5,31,48.5,31,2.72 - 62.4j,169.8
C3,14232,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,14341,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,14449,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,14561,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
C3,14693,0.0186,50,50,50,TRUE,0,0,48.5,31,48.5,31,4.80 - 73.3j,0
